label,feature,mean,std
ㅏ,thumb_index_gap,0.5728368248347103,0.13072737103432314
ㅏ,thumb_middle_gap,0.15952826664109762,0.07613718647595655
ㅏ,index_extension,0.9999999922223509,3.452173187418218e-08
ㅏ,middle_extension,0.3457438450529022,0.02739181838395789
ㅏ,ring_extension,0.27961754671125477,0.03610001202601159
ㅏ,pinky_extension,0.2875443833854525,0.04596856455824755
ㅏ,thumb_extension,0.47939360630277567,0.08218841401433533
ㅑ,thumb_index_gap,0.569708362490523,0.1070789475308899
ㅑ,thumb_middle_gap,0.6200636030087168,0.10764329281523004
ㅑ,index_extension,0.9415670501712251,0.017073240348826207
ㅑ,middle_extension,0.9997688527313571,0.002054573567079697
ㅑ,ring_extension,0.32265994060012904,0.027788379179123874
ㅑ,pinky_extension,0.2767748379087726,0.04123946128254893
ㅑ,thumb_extension,0.4129174836829311,0.07595871418697722
ㅓ,thumb_index_gap,0.5457297600930184,0.15412216665961187
ㅓ,thumb_middle_gap,0.2671908491350277,0.07736565720460076
ㅓ,index_extension,0.9945794144022364,0.018600963819557795
ㅓ,middle_extension,0.6749725288269457,0.1045203584740976
ㅓ,ring_extension,0.49883356688893926,0.13399136228368272
ㅓ,pinky_extension,0.5231158045254549,0.10348151430101565
ㅓ,thumb_extension,0.7966117219033283,0.09061653039165656
ㅕ,thumb_index_gap,0.7119758048263969,0.1437062819436086
ㅕ,thumb_middle_gap,0.39294604028863167,0.19837559330759882
ㅕ,index_extension,0.999912660117376,0.0005167156274523266
ㅕ,middle_extension,0.6971792816664542,0.11268019749662557
ㅕ,ring_extension,0.5179201119838921,0.10064910551250707
ㅕ,pinky_extension,0.4876935385885276,0.10235544472526727
ㅕ,thumb_extension,0.5914427541976349,0.09005499230403052
ㅗ,thumb_index_gap,0.45207342163884956,0.05268166013226842
ㅗ,thumb_middle_gap,0.11910140260199734,0.06334279505877587
ㅗ,index_extension,0.9979034884701589,0.012491445020012733
ㅗ,middle_extension,0.4947497557775585,0.10238339401155634
ㅗ,ring_extension,0.4169041339874731,0.034280981971176475
ㅗ,pinky_extension,0.3826991999093416,0.036058059603434604
ㅗ,thumb_extension,0.5596612978510681,0.044948090780992524
ㅛ,thumb_index_gap,0.4862340964640271,0.035196887506445305
ㅛ,thumb_middle_gap,0.48022326059334186,0.03386235021495276
ㅛ,index_extension,0.981774498901978,0.018027668356715154
ㅛ,middle_extension,0.9929720362715718,0.013418432836116202
ㅛ,ring_extension,0.4576156509780821,0.0314160944842624
ㅛ,pinky_extension,0.4004287036507332,0.03633402065817122
ㅛ,thumb_extension,0.5274952489315365,0.031242190387243237
ㄱ,thumb_index_gap,0.6924190421535482,0.07689909746256479
ㄱ,thumb_middle_gap,0.4374843005386461,0.07569739249525166
ㄱ,index_extension,1.0000000023184734,4.2986367963807166e-08
ㄱ,middle_extension,0.5213201952031452,0.09148420067315047
ㄱ,ring_extension,0.44116584102543016,0.03430152674114181
ㄱ,pinky_extension,0.4250164578731555,0.04138457606685203
ㄱ,thumb_extension,0.6460484896626447,0.03380432490687049
ㅜ,thumb_index_gap,0.3659834344595641,0.048194440129251934
ㅜ,thumb_middle_gap,0.19262875884969585,0.060440385517751556
ㅜ,index_extension,1.0000000023846387,3.735693751125829e-08
ㅜ,middle_extension,0.49752998069164617,0.021240308772830972
ㅜ,ring_extension,0.43691471807040266,0.02114203149132218
ㅜ,pinky_extension,0.42441621802357904,0.04339245641067509
ㅜ,thumb_extension,0.6520593949899222,0.04840745759845583
ㄴ,thumb_index_gap,0.7700821529198618,0.06780284268225407
ㄴ,thumb_middle_gap,0.6686501014828333,0.07487467570421505
ㄴ,index_extension,0.9984974383790439,0.007016025603913815
ㄴ,middle_extension,0.47982221575458167,0.042256431897852414
ㄴ,ring_extension,0.410596555092454,0.04523104697585474
ㄴ,pinky_extension,0.4030671211114639,0.0566224540176697
ㄴ,thumb_extension,0.9341172773207734,0.04012190871560044
ㅠ,thumb_index_gap,0.32807717015001275,0.0493533192462071
ㅠ,thumb_middle_gap,0.39156591608421576,0.04753051670142193
ㅠ,index_extension,0.965974232229897,0.025046253134171706
ㅠ,middle_extension,0.9966597269231667,0.010138767696592534
ㅠ,ring_extension,0.49674253251135236,0.08424581118470409
ㅠ,pinky_extension,0.4478546696076422,0.06812360981511194
ㅠ,thumb_extension,0.6528645372402944,0.04525161334624002
ㅡ,thumb_index_gap,0.4485600117918462,0.04498028592200177
ㅡ,thumb_middle_gap,0.11530407216486549,0.05417692109578153
ㅡ,index_extension,0.9999999952796336,2.896501022664235e-08
ㅡ,middle_extension,0.48504201744103176,0.051637024173807625
ㅡ,ring_extension,0.4077641118290714,0.022738413785620946
ㅡ,pinky_extension,0.3899814867168263,0.0272543396941984
ㅡ,thumb_extension,0.5656050736022052,0.04454504604866038
ㅣ,thumb_index_gap,0.1511337748591138,0.051422956554895115
ㅣ,thumb_middle_gap,0.1632914618794592,0.05983722121939783
ㅣ,index_extension,0.4601794649472393,0.031944693552117154
ㅣ,middle_extension,0.41163921327313785,0.06101041462005176
ㅣ,ring_extension,0.31791683770425,0.030604809864317274
ㅣ,pinky_extension,1.0000000073281243,4.6570377049077635e-08
ㅣ,thumb_extension,0.5543329251704658,0.08454137487676537
ㄷ,thumb_index_gap,0.48856764109445183,0.04515789745840829
ㄷ,thumb_middle_gap,0.4382962475065072,0.037632571298693164
ㄷ,index_extension,0.9933738246850782,0.013237463381707696
ㄷ,middle_extension,0.9616927179782033,0.02826147526330427
ㄷ,ring_extension,0.43835924546999144,0.036706611068617494
ㄷ,pinky_extension,0.4070228366895955,0.048052800222250336
ㄷ,thumb_extension,0.5626083136407372,0.03639934006070254
ㅐ,thumb_index_gap,0.5226473667804133,0.13170864592202416
ㅐ,thumb_middle_gap,0.1572108558548445,0.06213043341182401
ㅐ,index_extension,0.9999999908863554,3.3848719460577627e-08
ㅐ,middle_extension,0.40041630844540155,0.05031446329663443
ㅐ,ring_extension,0.3285456676661794,0.046928627016185165
ㅐ,pinky_extension,0.9278308658669063,0.036395870636897865
ㅐ,thumb_extension,0.5271230538606866,0.08826357708747087
ㄹ,thumb_index_gap,0.5350810404502057,0.056731053148351994
ㄹ,thumb_middle_gap,0.5071314869993107,0.03634787011858582
ㄹ,index_extension,0.9824810142453274,0.017874886675455875
ㄹ,middle_extension,0.98854386506599,0.018960712656974608
ㄹ,ring_extension,0.9177938791987423,0.03911205200712132
ㄹ,pinky_extension,0.47807555400376117,0.12042910562450784
ㄹ,thumb_extension,0.5492430141535963,0.03430895571164435
ㅒ,thumb_index_gap,0.5420241851106593,0.12637832715444133
ㅒ,thumb_middle_gap,0.5947920292115362,0.11102360428207328
ㅒ,index_extension,0.9352729193296436,0.0226713922508193
ㅒ,middle_extension,1.0000000030420966,3.8168197800953886e-08
ㅒ,ring_extension,0.35101092551098306,0.04391226060589232
ㅒ,pinky_extension,0.8287529511971933,0.06530475791788332
ㅒ,thumb_extension,0.44577948962231256,0.06650410587668391
ㅁ,thumb_index_gap,0.49169969726530954,0.1130364017345039
ㅁ,thumb_middle_gap,0.48185439404888425,0.09556730645499349
ㅁ,index_extension,0.9544437849755455,0.03691078987994146
ㅁ,middle_extension,0.9432539024985501,0.04406727236587604
ㅁ,ring_extension,0.4028376133104744,0.04435272113298464
ㅁ,pinky_extension,0.31886058066245154,0.03464781528384649
ㅁ,thumb_extension,0.49867856449070597,0.0753965485839402
ㅂ,thumb_index_gap,0.5641380624431318,0.030614554469203817
ㅂ,thumb_middle_gap,0.6541987673588933,0.03313107083616963
ㅂ,index_extension,0.9203446723081309,0.007741989197196151
ㅂ,middle_extension,1.0000000046811306,3.3579972762881426e-08
ㅂ,ring_extension,0.9471730828328817,0.011083061131828085
ㅂ,pinky_extension,0.8058014814079856,0.02113956041086399
ㅂ,thumb_extension,0.38609412979298907,0.025635708452564396
ㅖ,thumb_index_gap,0.6734285435975322,0.1598187119893721
ㅖ,thumb_middle_gap,0.5774909661715294,0.1461465674440189
ㅖ,index_extension,0.9975573658788479,0.010300645133512788
ㅖ,middle_extension,0.907515639710785,0.06981746419599864
ㅖ,ring_extension,0.5226386172642262,0.10209462251689438
ㅖ,pinky_extension,0.5940354733308559,0.13155670809306397
ㅖ,thumb_extension,0.5287151093874143,0.08409721402288106
ㅅ,thumb_index_gap,0.3634228331398692,0.045387832310165556
ㅅ,thumb_middle_gap,0.40343482838679195,0.03163132264456815
ㅅ,index_extension,0.9746808298991152,0.018990313754843734
ㅅ,middle_extension,0.9981126721638649,0.005262479866438249
ㅅ,ring_extension,0.4665510038056727,0.03928092841973956
ㅅ,pinky_extension,0.4215934556683124,0.0353554182661084
ㅅ,thumb_extension,0.6391430136186793,0.04294594095036963
ㅇ,thumb_index_gap,0.0921999373024884,0.017922873735359144
ㅇ,thumb_middle_gap,0.5533625613786797,0.03512462992455701
ㅇ,index_extension,0.5809231759492695,0.03520410541194452
ㅇ,middle_extension,0.9776065719827385,0.028014762527394838
ㅇ,ring_extension,0.9873384646417875,0.019310466235272054
ㅇ,pinky_extension,0.8728955967241415,0.044590495737738496
ㅇ,thumb_extension,0.5604353847544769,0.034836521768753854
ㅈ,thumb_index_gap,0.5782210786092344,0.08834087492958063
ㅈ,thumb_middle_gap,0.7546754858565538,0.09434323237055235
ㅈ,index_extension,0.9807734884988462,0.019363929726600924
ㅈ,middle_extension,0.9949446370117465,0.012107354470183063
ㅈ,ring_extension,0.4390688284444154,0.02491192221710016
ㅈ,pinky_extension,0.3983606462869581,0.025913533053972482
ㅈ,thumb_extension,0.6351842206881485,0.04358075424847816
ㅊ,thumb_index_gap,0.5779429137315083,0.06821851295417872
ㅊ,thumb_middle_gap,0.739863952787999,0.07137115156550541
ㅊ,index_extension,0.9634621792235736,0.02358757968749402
ㅊ,middle_extension,0.9998878621879804,0.001015486253128049
ㅊ,ring_extension,0.8784863486402594,0.04942221414655227
ㅊ,pinky_extension,0.5037293706109948,0.07165074224580245
ㅊ,thumb_extension,0.6272819962731981,0.059310287215607105
ㅋ,thumb_index_gap,0.4337627011090937,0.08347176594726018
ㅋ,thumb_middle_gap,0.7788224324472961,0.10669952519101866
ㅋ,index_extension,0.6165083208598634,0.10005433059808776
ㅋ,middle_extension,0.9999999869506794,3.7326188230062255e-08
ㅋ,ring_extension,0.4593874832714454,0.0627049154470884
ㅋ,pinky_extension,0.4221671056044127,0.05584690375923198
ㅋ,thumb_extension,0.6855662115421552,0.05910694206215945
ㅌ,thumb_index_gap,0.5566662647327593,0.06659475472177005
ㅌ,thumb_middle_gap,0.5037173725755658,0.14606183343607418
ㅌ,index_extension,0.9971965042188238,0.007492589897119591
ㅌ,middle_extension,0.9490096333798687,0.03227779562325493
ㅌ,ring_extension,0.9046485902431162,0.04335587635858882
ㅌ,pinky_extension,0.4584215076832869,0.072791204030083
ㅌ,thumb_extension,0.6034453669440504,0.07735675620837715
ㅍ,thumb_index_gap,0.35498121585096176,0.12243780701284644
ㅍ,thumb_middle_gap,0.36464102540940496,0.08965697546183199
ㅍ,index_extension,0.8421418556725307,0.0725737103319583
ㅍ,middle_extension,0.8038585352860358,0.0442390434512039
ㅍ,ring_extension,0.7646436036353662,0.039970376587568114
ㅍ,pinky_extension,0.7468802518370108,0.045337246974101256
ㅍ,thumb_extension,0.5403516729392536,0.05347794666579262
ㅎ,thumb_index_gap,0.572194113767046,0.06755679695080823
ㅎ,thumb_middle_gap,0.7058569348954185,0.07258483744156714
ㅎ,index_extension,0.5582200183221339,0.05312775421884756
ㅎ,middle_extension,0.4298413928292132,0.05365783013973667
ㅎ,ring_extension,0.31567813235831194,0.06156146845168222
ㅎ,pinky_extension,0.31587306660315145,0.04747565942084195
ㅎ,thumb_extension,1.0000000043334056,3.4182934227743146e-08
ㅔ,thumb_index_gap,0.5191304823255409,0.10857395222014515
ㅔ,thumb_middle_gap,0.22172383720464045,0.11310309560801608
ㅔ,index_extension,0.9999999982965331,4.265553732544119e-08
ㅔ,middle_extension,0.5971473604250419,0.12332031921454985
ㅔ,ring_extension,0.49849415710828693,0.10890022234113558
ㅔ,pinky_extension,0.5557455195295361,0.09299721597337755
ㅔ,thumb_extension,0.6721695185462889,0.0992567926400006
ㅚ,thumb_index_gap,0.44917526257594764,0.059449347546005546
ㅚ,thumb_middle_gap,0.12976029171000714,0.03286846362507055
ㅚ,index_extension,0.9939506289074629,0.02244088624870412
ㅚ,middle_extension,0.51529440711762,0.03818601687109963
ㅚ,ring_extension,0.4940659391064558,0.043273834096198456
ㅚ,pinky_extension,0.8846498123946724,0.050771137650359885
ㅚ,thumb_extension,0.5817945484826259,0.04914267106431194
ㅟ,thumb_index_gap,0.37063843479853126,0.06641969843350314
ㅟ,thumb_middle_gap,0.19545969052592602,0.07762855071427721
ㅟ,index_extension,0.9998679190551317,0.0011665405981368222
ㅟ,middle_extension,0.5394599458626467,0.05102376663129518
ㅟ,ring_extension,0.5042119560077298,0.04376925506521196
ㅟ,pinky_extension,0.9017322006135765,0.07369427214390195
ㅟ,thumb_extension,0.6603821081678142,0.056888140986392714
ㅢ,thumb_index_gap,0.41157972146861693,0.04680213083997538
ㅢ,thumb_middle_gap,0.17110277686135522,0.05436187042743793
ㅢ,index_extension,1.000000001190441,3.7227140758945555e-08
ㅢ,middle_extension,0.5228155996145089,0.059812450442869175
ㅢ,ring_extension,0.47217077429726545,0.04200599020093549
ㅢ,pinky_extension,0.844716261633591,0.04152153461134205
ㅢ,thumb_extension,0.6181905097913198,0.0376054901110145
